C10-2023.txt,"Additional German tags are obtained using the RFTagger 2 toolkit, which annotates text with fine-grained part-of-speech tags (Schmid and Laws, 2008) with a vocabulary of more than 700 tags containing rich morpho-syntactic information (gender, number, case, tense, etc.)."
D12-1133.txt,"For German, we obtain a tagging accuracy of 97.24, which is close to the 97.39 achieved by the RFTagger (Schmid and Laws, 2008), which to our knowledge is the best tagger for German"
D12-1133.txt,"For German, finally, we see the greatest improvement with k = 3 tional words that are not found in the training corpus and additional tags for words that do occur in the training data (Schmid and Laws, 2008)."
D13-1032.txt,We use the following baselines
D13-1033.txt,"For German, we show results for RFTagger (Schmid and Laws, 2008)."
E09-1079.txt,"The decisiontree uses different context features for the predic tion of different attributes (Schmid and Laws, 2008)."
P10-1020.txt,"However, we found that we achieved better accuracy by using RFTagger (Schmid and Laws, 2008), which tags nouns with their morphological case."
P10-1068.txt,"With respect to morphosyntactic annotations (parts of speech, pos) and morphological annotations (morph), five Annotation Models for German are currently available"
P10-1068.txt,"Analogously, the corresponding RFTagger analysis (Schmid and Laws, 2008) given in (5) can be transformed into a description in terms of the OLiA Reference Model such as in (6)."
P10-1068.txt,"(iii) the RFTagger that performs part of speech and morphological analysis (Schmid and Laws, 2008)"
W10-1704.txt,"These normalization patterns use the lemma information computed by the TreeTagger and the fine-grained POS information computed by the RFTagger (Schmid and Laws, 2008), which uses a tagset containing approximately 800 tags."
W10-1727.txt,"For German we used morphologically rich tags from RFTagger (Schmid and Laws, 2008), that contains morphological information such as case, number, and gender for nouns and tense for verbs."
W11-2135.txt,"For German, the fine-grained POS information used for pre-processing was computed by the RFTagger (Schmid and Laws, 2008)."
W11-2145.txt,"The part-of-speeches were generated using the TreeTagger and the RFTagger (Schmid and Laws, 2008), which produces more fine-grained tags that include also person, gender and case information."
W11-2145.txt,"While the TreeTagger assigns 54 different POS tags to the 357K German words in the corpus, the RFTagger produces 756 different fine-grained tags on the same corpus."
W11-2147.txt,"For German, the POS and morphological tags were obtained from RFTagger (Schmid and Laws, 2008) which provides morphological information such as case, number and gender for nouns and tense for verbs."
W12-3141.txt,"All parallel corpora were POS-tagged with the TreeTagger (Schmid, 1994); in addition, for German, fine-grained POS labels were also needed for pre-processing and were obtained using the RFTagger (Schmid and Laws, 2008)."
W12-3144.txt,"The POS tags are generated with the RFTagger (Schmid and Laws, 2008) for German, which produces fine-grained tags that include person, gender and case information."
W12-3402.txt,"Morphological information is annotated using RFTagger (Schmid and Laws, 2008), a state-of-the-art morphological tagger based on decision trees and a large context window (which allows it to model morphological agreement more accurately than a normal trigram-based sequence tagger)."
W13-2204.txt,"All parallel corpora were POS-tagged with the TreeTagger (Schmid, 1994); in addition, for German, fine-grained POS labels were also needed for pre-processing and were obtained using the RFTagger (Schmid and Laws, 2008)."
W13-2210.txt,"In order to train the POS-based reordering model, probabilistic rules were learned based on the POS tags from the TreeTagger (Schmid and Laws, 2008) of the training corpus and the alignment."
W13-2210.txt,"The POS tags are generated using the RFTagger (Schmid and Laws, 2008) for German."
W13-2211.txt,"We lemmatized German articles, adjectives (only positive form), for some pronouns and for nouns in order to remove the lexical redundancy (e.g., Bildes as Bild) by using the fine- grained part-of-speech tags generated by RFTagger (Schmid and Laws, 2008)."
W13-2228.txt,"6.1.1 POS Tagging We use RFTagger (Schmid and Laws, 2008) for POS tagging."
W13-2230.txt,"In the second step, the normalized training data is annotated with Part-of-Speech tags (PoS-tags) and word lemmas using RFTagger (Schmid and Laws, 2008) which was trained on the French tree- bank (AbeilleÂ´ et al., 2003)."
W13-2230.txt,"Morphological analysis and resources The morphological analysis of the French training data is obtained using RFTagger, which is designed for annotating fine-grained morphological tags (Schmid and Laws, 2008)."
W13-2230.txt,"Tagging and tagging errors For tagging, we use a version of RFTagger (Schmid and Laws, 2008)"
W13-2302.txt,"Part-of-speech (POS) tagging of modern language data is a well-explored field, commonly achieving accuracies around 97% (Brants, 2000; Schmid and Laws, 2008)."
W13-2302.txt,"The results presented here were achieved using the RFTagger (Schmid and Laws, 2008)"
W13-2708.txt,"So far, the Complex Concept Builder implements tokenization (Schmid, 2009), lemmatisation (Schmid, 1995), part-of-speech tagging (Schmid and Laws, 2008)"
